Date Time,PT Level,PT Flow
12/28/2020 19:50:00,1.80,347.250
12/28/2020 19:55:00,1.83,357.710
12/28/2020 20:00:00,1.55,267.362
12/28/2020 20:05:00,1.34,207.733
12/28/2020 20:10:00,1.26,186.920
12/28/2020 20:15:00,3.37,1076.084
12/28/2020 20:20:00,4.17,1605.857
12/28/2020 20:25:00,3.95,1448.885
12/28/2020 20:30:00,2.98,857.720
12/28/2020 20:35:00,2.55,646.032
12/28/2020 20:40:00,2.22,503.800
12/28/2020 20:45:00,1.89,378.630
12/28/2020 20:50:00,1.48,246.863
12/28/2020 20:55:00,1.44,235.150
12/28/2020 21:00:00,1.48,246.863
12/28/2020 21:05:00,1.42,229.667
12/28/2020 21:10:00,1.35,210.475
12/28/2020 21:15:00,1.29,194.585
12/28/2020 21:20:00,1.39,221.442
12/28/2020 21:25:00,2.31,540.823
12/28/2020 21:30:00,2.51,627.729
12/28/2020 21:35:00,2.62,678.402
12/28/2020 21:40:00,2.17,483.550
12/28/2020 21:45:00,1.98,411.130
12/28/2020 21:50:00,1.86,368.170
12/28/2020 21:55:00,1.62,288.970
12/28/2020 22:00:00,1.43,232.408
12/28/2020 22:05:00,1.34,207.733
12/28/2020 22:10:00,1.27,189.475
12/28/2020 22:15:00,1.26,186.920
12/28/2020 22:20:00,1.12,152.657
12/28/2020 22:25:00,1.11,150.290
12/28/2020 22:30:00,1.00,125.770
12/28/2020 22:35:00,1.04,134.480
12/28/2020 22:40:00,1.27,189.475
12/28/2020 22:45:00,1.81,350.737
12/28/2020 22:50:00,3.15,949.867
12/28/2020 22:55:00,5.21,2467.234
12/28/2020 23:00:00,4.65,1978.383
12/28/2020 23:05:00,3.99,1476.903
12/28/2020 23:10:00,3.03,884.365
12/28/2020 23:15:00,2.68,706.920
12/28/2020 23:20:00,2.17,483.550
12/28/2020 23:25:00,1.85,364.683
12/28/2020 23:30:00,1.49,249.792
12/28/2020 23:35:00,1.26,186.920
12/28/2020 23:40:00,1.23,179.255
12/28/2020 23:45:00,1.07,141.013
12/28/2020 23:50:00,1.17,164.490
12/28/2020 23:55:00,1.52,258.577
12/29/2020 00:00:00,2.04,433.170
12/29/2020 00:05:00,2.82,775.540
12/29/2020 00:10:00,2.97,852.510
12/29/2020 00:15:00,2.95,842.090
12/29/2020 00:20:00,2.82,775.540
12/29/2020 00:25:00,2.69,711.737
12/29/2020 00:30:00,2.70,716.555
12/29/2020 00:35:00,2.79,760.500
12/29/2020 00:40:00,2.67,702.102
12/29/2020 00:45:00,2.61,673.777
12/29/2020 00:50:00,2.20,495.700
12/29/2020 00:55:00,2.06,440.892
12/29/2020 01:00:00,1.81,350.737
12/29/2020 01:05:00,1.61,285.857
12/29/2020 01:10:00,1.43,232.408
12/29/2020 01:15:00,1.31,199.695
12/29/2020 01:20:00,1.12,152.657
12/29/2020 01:25:00,1.02,130.125
12/29/2020 01:30:00,0.94,113.092
12/29/2020 01:35:00,0.89,103.171
12/29/2020 01:40:00,0.85,95.234
12/29/2020 01:45:00,0.81,87.883
12/29/2020 01:50:00,0.72,71.780
12/29/2020 01:55:00,0.72,71.780
12/29/2020 02:00:00,0.71,70.193
12/29/2020 02:05:00,0.71,70.193
12/29/2020 02:10:00,0.74,75.358
12/29/2020 02:15:00,0.79,84.304
12/29/2020 02:20:00,0.91,107.139
12/29/2020 02:25:00,0.89,103.171
12/29/2020 02:30:00,0.91,107.139
12/29/2020 02:35:00,1.11,150.290
12/29/2020 02:40:00,1.20,171.590
12/29/2020 02:45:00,1.25,184.365
12/29/2020 02:50:00,1.35,210.475
12/29/2020 02:55:00,1.32,202.250
12/29/2020 03:00:00,1.36,213.217
12/29/2020 03:05:00,1.34,207.733
12/29/2020 03:10:00,1.27,189.475
12/29/2020 03:15:00,1.19,169.223
12/29/2020 03:20:00,1.03,132.302
12/29/2020 03:25:00,0.96,117.060
12/29/2020 03:30:00,0.87,99.202
12/29/2020 03:35:00,0.88,101.187
12/29/2020 03:40:00,0.84,93.250
12/29/2020 03:45:00,0.76,78.937
12/29/2020 03:50:00,0.69,67.020
12/29/2020 03:55:00,0.71,70.193
12/29/2020 04:00:00,0.67,63.847
12/29/2020 04:05:00,0.67,63.847
12/29/2020 04:10:00,0.64,59.087
12/29/2020 04:15:00,0.61,54.327
12/29/2020 04:20:00,0.51,40.342
12/29/2020 04:25:00,0.50,38.965
12/29/2020 04:30:00,0.49,37.587
12/29/2020 04:35:00,0.48,36.210
12/29/2020 04:40:00,0.47,35.054
12/29/2020 04:45:00,0.45,32.743
12/29/2020 04:50:00,0.44,31.587
12/29/2020 04:55:00,0.44,31.587
12/29/2020 05:00:00,0.41,28.119
12/29/2020 05:05:00,0.40,26.963
12/29/2020 05:10:00,0.39,25.807
12/29/2020 05:15:00,0.39,25.807
12/29/2020 05:20:00,0.38,24.652
12/29/2020 05:25:00,0.37,23.496
12/29/2020 05:30:00,0.36,22.340
12/29/2020 05:35:00,0.36,22.340
12/29/2020 05:40:00,0.35,21.422
12/29/2020 05:45:00,0.35,21.422
12/29/2020 05:50:00,0.34,20.505
12/29/2020 05:55:00,0.34,20.505
12/29/2020 06:00:00,0.33,19.587
12/29/2020 06:05:00,0.33,19.587
12/29/2020 06:10:00,0.32,18.670
12/29/2020 06:15:00,0.32,18.670
12/29/2020 06:20:00,0.31,17.752
12/29/2020 06:25:00,0.30,16.835
12/29/2020 06:30:00,0.31,17.752
12/29/2020 06:35:00,0.30,16.835
12/29/2020 06:40:00,0.30,16.835
12/29/2020 06:45:00,0.29,15.917
12/29/2020 06:50:00,0.29,15.917
12/29/2020 06:55:00,0.28,15.000
12/29/2020 07:00:00,0.27,14.083
12/29/2020 07:05:00,0.26,13.165
12/29/2020 07:10:00,0.26,13.165
12/29/2020 07:15:00,0.25,12.247
12/29/2020 07:20:00,0.25,12.247
12/29/2020 07:25:00,0.24,11.330
12/29/2020 07:30:00,0.23,10.683
12/29/2020 07:35:00,0.23,10.683
12/29/2020 07:40:00,0.23,10.683
12/29/2020 07:45:00,0.21,9.387
12/29/2020 07:50:00,0.22,10.035
12/29/2020 07:55:00,0.21,9.387
12/29/2020 08:00:00,0.21,9.387
12/29/2020 08:05:00,0.21,9.387
12/29/2020 08:10:00,0.21,9.387
12/29/2020 08:15:00,0.21,9.387
12/29/2020 08:20:00,0.20,8.740
12/29/2020 08:25:00,0.21,9.387
12/29/2020 08:30:00,0.21,9.387
12/29/2020 08:35:00,0.21,9.387
12/29/2020 08:40:00,0.20,8.740
12/29/2020 08:45:00,0.20,8.740
12/29/2020 08:50:00,0.20,8.740
12/29/2020 08:55:00,0.20,8.740
12/29/2020 09:00:00,0.20,8.740
12/29/2020 09:05:00,0.19,8.092
12/29/2020 09:10:00,0.20,8.740
12/29/2020 09:15:00,0.20,8.740
12/29/2020 09:20:00,0.20,8.740
12/29/2020 09:25:00,0.19,8.092
12/29/2020 09:30:00,0.20,8.740
12/29/2020 09:35:00,0.20,8.740
12/29/2020 09:40:00,0.20,8.740
12/29/2020 09:45:00,0.19,8.092
12/29/2020 09:50:00,0.20,8.740
12/29/2020 09:55:00,0.19,8.092
12/29/2020 10:00:00,0.20,8.740
12/29/2020 10:05:00,0.19,8.092
12/29/2020 10:10:00,0.19,8.092
12/29/2020 10:15:00,0.19,8.092
12/29/2020 10:20:00,0.20,8.740
12/29/2020 10:25:00,0.20,8.740
12/29/2020 10:30:00,0.20,8.740
12/29/2020 10:35:00,0.19,8.092
12/29/2020 10:40:00,0.19,8.092
12/29/2020 10:45:00,0.20,8.740
12/29/2020 10:50:00,0.21,9.387
12/29/2020 10:55:00,0.20,8.740
12/29/2020 11:00:00,0.19,8.092
12/29/2020 11:05:00,0.20,8.740
12/29/2020 11:10:00,0.20,8.740
12/29/2020 11:15:00,0.20,8.740
12/29/2020 11:20:00,0.20,8.740
12/29/2020 11:25:00,0.20,8.740
12/29/2020 11:30:00,0.20,8.740
12/29/2020 11:35:00,0.20,8.740
12/29/2020 11:40:00,0.19,8.092
12/29/2020 11:45:00,0.20,8.740
12/29/2020 11:50:00,0.19,8.092
12/29/2020 11:55:00,0.20,8.740
12/29/2020 12:00:00,0.20,8.740
12/29/2020 12:05:00,0.20,8.740
12/29/2020 12:10:00,0.20,8.740
12/29/2020 12:15:00,0.20,8.740
12/29/2020 12:20:00,0.19,8.092
12/29/2020 12:25:00,0.19,8.092
12/29/2020 12:30:00,0.19,8.092
12/29/2020 12:35:00,0.19,8.092
12/29/2020 12:40:00,0.19,8.092
12/29/2020 12:45:00,0.18,7.445
12/29/2020 12:50:00,0.18,7.445
12/29/2020 12:55:00,0.18,7.445
12/29/2020 13:00:00,0.18,7.445
12/29/2020 13:05:00,0.18,7.445
12/29/2020 13:10:00,0.18,7.445
12/29/2020 13:15:00,0.18,7.445
12/29/2020 13:20:00,0.18,7.445
12/29/2020 13:25:00,0.18,7.445
12/29/2020 13:30:00,0.19,8.092
12/29/2020 13:35:00,0.17,6.797
12/29/2020 13:40:00,0.18,7.445
12/29/2020 13:45:00,0.18,7.445
12/29/2020 13:50:00,0.18,7.445
12/29/2020 13:55:00,0.18,7.445
12/29/2020 14:00:00,0.17,6.797
12/29/2020 14:05:00,0.18,7.445
12/29/2020 14:10:00,0.18,7.445
12/29/2020 14:15:00,0.18,7.445
12/29/2020 14:20:00,0.17,6.797
12/29/2020 14:25:00,0.17,6.797
12/29/2020 14:30:00,0.17,6.797
12/29/2020 14:35:00,0.17,6.797
12/29/2020 14:40:00,0.17,6.797
12/29/2020 14:45:00,0.17,6.797
12/29/2020 14:50:00,0.16,6.150
12/29/2020 14:55:00,0.17,6.797
12/29/2020 15:00:00,0.16,6.150
12/29/2020 15:05:00,0.17,6.797
12/29/2020 15:10:00,0.16,6.150
12/29/2020 15:15:00,0.17,6.797
12/29/2020 15:20:00,0.17,6.797
